OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,SubCategory,Quantity,UnitPrice,TotalAmount,Region
4969,2024-11-21,C3625,Jessica Norris,P3850,Smartphone,Electronics,Mobile Devices,7,695.83,4870.81,West
4970,2025-05-04,C5364,Tiffany Smith,P8814,Laptop,Electronics,Computers,9,234.31,2108.79,South
4971,2025-05-20,C8356,Melissa Henry,P7532,,Accessories,Audio,4,410.0,1640.0,North
4972,2024-06-14,C6552,Rachel Adkins,P1554,Monitor,Electronics,Computers,2,499.5,999.0,South
4973,2024-12-05,C4670,Tricia Johnson,P2659,Smartphone,Electronics,Peripherals,7,317.19,2220.33,South
4974,2025-03-17,C2444,Felicia Lewis,P2166,Webcam,Electronics,Peripherals,5,665.09,3325.45,North
4975,2025-05-29,C4778,Patrick Manning,P1598,Keyboard,Accessories,Storage Devices,8,387.5,3100.0,South
4976,2025-01-20,C2415,Alison Owens,P2846,Laptop,Electronics,Computers,3,971.28,2913.84,West
4977,2024-08-20,C9773,Richard Green,P4570,Keyboard,Accessories,Input Devices,3,665.85,1997.55,East
4978,2025-03-14,C4203,Hannah Taylor,P1946,Laptop,Electronics,Computers,3,310.68,932.04,South
4979,2024-08-25,C5291,Alyssa Bell,P8274,Headphones,Accessories,Audio,4,821.45,3285.8,South
4980,2025-01-24,C2472,Jeffrey Wilson PhD,P1374,Bookshelf,Furniture,Seating,3,520.1,1560.3,East
4981,2025-01-24,C8581,Lisa Moore,P5460,Desk,Furniture,Seating,1,867.79,867.79,South
4982,2025-01-09,C7652,Robert Franklin,P6700,Smartphone,Electronics,Computers,6,948.83,5692.98,South
4983,2025-03-26,C6783,Gloria Garza,P6937,Printer,Electronics,Mobile Devices,8,868.63,6949.04,East
4984,2025-02-19,C7295,Adam Kemp,P7439,Printer,Electronics,Computers,8,57.1,456.8,South
4985,2024-06-25,C2000,Rachel Harris,P6697,Table Lamp,Furniture,Tables,5,982.0,4910.0,South
4986,2024-12-15,C4264,Nancy Grimes,P8752,Monitor,Electronics,Mobile Devices,1,978.91,978.91,North
4987,2025-05-01,C4431,Philip Page,P3708,Bookshelf,Furniture,Tables,4,935.51,3742.04,South
4988,2025-05-21,C2753,Jonathan Ray,P7488,Laptop,Electronics,Mobile Devices,8,661.9,5295.2,North
4989,2024-09-16,C9811,Ashley Tran,P4689,Office Chair,Furniture,Storage,10,143.2,1432.0,West
4990,2024-11-19,C9692,Jessica Austin,P5662,Webcam,Electronics,Computers,1,81.36,81.36,West
4991,2025-03-18,C1347,Zachary Mitchell,P7400,Mouse,Accessories,Storage Devices,4,169.98,679.92,North
4992,2025-05-11,C9210,Samantha Quinn,P3599,Mouse,Accessories,Storage Devices,10,843.04,8430.4,North
4993,2024-11-14,C9676,Anita Stephenson,P6075,Keyboard,Accessories,Storage Devices,3,247.41,742.23,South
4994,2025-05-16,C8763,Margaret Smith,P8852,Desk,Furniture,Tables,3,627.64,1882.92,South
4995,2024-09-23,C3928,Lisa Ortiz,P7425,Mouse,Accessories,Storage Devices,1,308.43,308.43,South
4996,2025-05-31,C7739,Jacob Mills,P7607,Mouse,Accessories,Storage Devices,5,714.43,3572.15,South
4997,2024-09-21,C7071,Christina Carlson,P1110,Table Lamp,Furniture,Storage,9,843.55,7591.95,West
4998,2024-09-11,C1508,Sherri Holmes,P1594,Laptop,Electronics,Peripherals,7,733.68,5135.76,North
4999,2024-08-10,C1010,Hunter Smith,P7607,Keyboard,Accessories,Input Devices,9,335.79,3022.11,West
5000,2024-08-23,C6429,Cindy Baker,P7779,Laptop,Electronics,Mobile Devices,9,989.11,8901.99,West
5001,2024-09-11,C4382,Victor Jones,P3457,USB Drive,Accessories,Input Devices,3,79.15,237.45,North
5002,2025-02-25,C9776,Linda Davis,P7976,Headphones,Accessories,Storage Devices,5,203.13,1015.65,South
5003,2025-05-02,C6089,James Smith,P1373,Headphones,Accessories,Audio,7,232.76,1629.32,West
5004,2025-03-18,C9410,Melissa Banks,P2511,Mouse,Accessories,Audio,6,769.42,4616.52,South
5005,2024-09-26,C9871,Alexander Johnson,P5808,Laptop,Electronics,,7,543.52,3804.64,East
5006,2025-03-01,C9606,Teresa Griffin,P7678,Desk,Furniture,Storage,10,666.01,6660.1,North
5007,2025-03-10,C3779,Jennifer Anthony,P7321,Table Lamp,Furniture,Seating,3,751.64,2254.92,South
5008,2025-01-17,C4875,Richard Campbell,P8264,Keyboard,Accessories,Audio,2,415.18,830.36,South
5009,2024-11-09,C5313,Christine Alvarado,P5982,Keyboard,Accessories,Audio,6,53.99,323.94,East
5010,2025-02-04,C2403,Timothy Jackson,P8389,Printer,Electronics,Peripherals,2,854.9,1709.8,South
5011,2024-07-21,C8168,Gabriel Burgess,P7698,Keyboard,Accessories,Audio,3,420.65,1261.95,East
5012,2024-09-13,C1051,Shelly Ellis,P3979,Office Chair,Furniture,Tables,3,872.98,2618.94,North
5013,2025-04-29,C2884,Michael Adams,P3028,Keyboard,Accessories,Input Devices,9,533.87,4804.83,East
5014,2025-03-13,C5182,Heather Wood,P7259,Mouse,Accessories,Audio,8,436.02,3488.16,South
5015,2025-04-09,C2542,Michele Flowers,P8285,Desk,Furniture,Storage,8,555.1,4440.8,South
5016,2025-03-03,C6885,Terry Burke,P6943,Webcam,Electronics,Peripherals,5,917.88,4589.4,West
5017,2024-12-16,C3280,Carrie Evans,P8550,Keyboard,Accessories,Audio,2,348.35,696.7,West
5018,2025-05-20,C6671,Robert Mills,P4096,Printer,Electronics,Mobile Devices,5,249.29,1246.45,East
5019,2024-10-25,C2420,Bryan Parker,P4933,Office Chair,Furniture,Tables,2,342.57,685.14,East
5020,2024-06-29,C3937,Melissa Fox,P1823,Keyboard,Accessories,Storage Devices,5,921.54,4607.7,North
5021,2024-08-25,C8626,Daniel Robles,P1995,Printer,Electronics,Peripherals,6,866.05,5196.3,North
5022,2024-11-22,C5739,Kim Smith,P4068,Table Lamp,Furniture,Tables,6,875.81,5254.86,North
5023,2025-01-07,C7646,David Scott,P7459,Headphones,Accessories,Audio,3,398.4,1195.2,West
5024,2024-11-09,C7410,Jessica Miller,P1177,Desk,Furniture,Seating,7,953.11,6671.77,North
5025,2025-01-21,C9139,Charles Sanders,P6079,USB Drive,Accessories,Storage Devices,1,434.67,434.67,North
5026,2024-08-08,C6663,Michelle Jones,P1708,Webcam,Electronics,Mobile Devices,10,975.28,9752.8,East
5027,2025-04-20,C2876,Daniel Norris,P6698,Printer,Electronics,Peripherals,8,865.83,6926.64,West
5028,2024-09-07,C8846,Amanda Gross,P1015,Smartphone,Electronics,Mobile Devices,1,454.31,454.31,North
5029,2024-07-03,C2387,Gregory Jones,P2479,Table Lamp,Furniture,Seating,7,48.55,339.85,North
5030,2024-11-05,C8088,Amy Conway,P9325,Desk,Furniture,Seating,10,716.31,7163.1,South
5031,2025-05-14,C9533,Lindsey Davis,P4595,Printer,Electronics,Peripherals,1,995.8,995.8,East
5032,2024-06-18,C8195,Melissa Goodman,P5617,Bookshelf,Furniture,Storage,6,362.37,2174.22,North
5033,2024-09-27,C2131,Larry Smith,P4450,Bookshelf,Furniture,Storage,3,836.62,2509.86,West
5034,2025-05-16,C5886,Kathy Haney,P7189,Smartphone,Electronics,Computers,4,261.62,1046.48,South
5035,2025-03-23,C1075,William Prince,P2874,Monitor,Electronics,Mobile Devices,4,258.25,1033.0,South
5036,2024-07-29,C6995,Paige Reed,P9570,Mouse,Accessories,Storage Devices,6,551.79,3310.74,East
5037,2025-04-19,C1828,Madison Edwards,P9184,Table Lamp,Furniture,Seating,5,473.45,2367.25,West
5038,2025-03-02,C7379,Javier Robertson,P1801,Keyboard,Accessories,Audio,1,212.63,212.63,South
5039,2024-11-13,C4891,Christie Reyes,P4023,Laptop,Electronics,Computers,2,577.09,1154.18,North
5040,2025-05-22,C7066,Patrick Cuevas,P9352,Mouse,Accessories,Audio,1,985.04,985.04,East
5041,2024-10-01,C9036,Tom Smith,P9999,Laptop,Electronics,Computers,8,428.3,3426.4,North
5042,2024-11-25,C6766,Jeremy Williams,P7180,Printer,Electronics,Computers,1,209.06,209.06,South
5043,2024-07-16,C3926,Kelly Franco,P8396,Office Chair,Furniture,Storage,5,669.32,3346.6,East
5044,2024-12-30,C7108,Mr. Carl Patterson,P9760,Table Lamp,Furniture,Seating,2,401.99,803.98,West
5045,2024-07-12,C8385,Alicia Norris,P6036,Headphones,Accessories,Storage Devices,8,941.57,7532.56,South
5046,2024-08-22,C9992,Mark Li,P3977,Webcam,Electronics,,5,582.98,2914.9,North
5047,2024-07-11,C2390,Timothy Lyons,P7748,Desk,Furniture,Tables,7,482.98,3380.86,West
5048,2025-03-23,C5325,William Wilkins,P6823,Bookshelf,Furniture,Tables,9,25.28,227.52,North
5049,2025-01-17,C4725,Amanda Daniel DVM,P3720,Office Chair,Furniture,Tables,7,467.64,3273.48,West
5050,2025-06-12,C8006,Monica Fernandez,P7982,Monitor,Electronics,Mobile Devices,6,119.15,714.9,East
5051,2025-01-30,C2928,Lynn Williams,P9447,Bookshelf,Furniture,Storage,10,661.64,6616.4,West
5052,2024-08-24,C8472,Joseph Novak,P7792,Webcam,Electronics,Mobile Devices,4,920.86,3683.44,North
5053,2025-04-26,C3767,Janet Garcia,P8707,Bookshelf,Furniture,Seating,9,445.16,4006.44,West
5054,2025-01-09,C3190,Richard Peck,P6929,Keyboard,Accessories,Storage Devices,8,278.29,2226.32,South
5055,2024-10-30,C5792,Tracy Arellano,P2927,Table Lamp,Furniture,Seating,10,795.65,7956.5,North
5056,2025-04-18,C3849,Jeffrey Avery,P4634,Office Chair,Furniture,Storage,8,316.33,2530.64,West
5057,2024-10-31,C5488,Jerry Berry,P4300,Laptop,Electronics,Peripherals,10,253.61,2536.1,North
5058,2025-03-24,C7984,Amy Lopez,P7941,Headphones,Accessories,Input Devices,5,303.73,1518.65,South
5059,2024-10-18,C3253,Daniel Strong,P7886,Smartphone,Electronics,Peripherals,9,863.65,7772.85,North
5060,2024-08-06,C5523,Kristi Chambers,P7199,Desk,Furniture,Tables,10,744.75,7447.5,East
5061,2025-03-02,C6043,Jasmine Jones,P1329,Office Chair,Furniture,Tables,10,714.94,7149.4,East
5062,2025-04-03,C8240,Zachary Barr,P4043,Keyboard,Accessories,Input Devices,7,265.09,1855.63,South
5063,2025-05-22,C1155,Troy Nelson,P2126,Office Chair,Furniture,Seating,3,221.14,663.42,East
5064,2024-08-20,C3757,Anthony White,P6377,Webcam,Electronics,Mobile Devices,9,53.75,483.75,West
5065,2024-08-31,C8988,Erin Sellers,P2413,Table Lamp,Furniture,Storage,9,838.47,7546.23,West
5066,2025-05-21,C3612,William Myers,P5782,Keyboard,Accessories,Audio,10,253.4,2534.0,East
5067,2024-07-07,C3017,Wendy Brown,P7863,Printer,Electronics,Mobile Devices,8,992.15,7937.2,South
5068,2025-02-04,C2529,Scott Smith,P7878,Printer,Electronics,Computers,10,166.91,1669.1,South
5069,2024-07-10,C3966,Mrs. Stephanie George DDS,P2849,USB Drive,Accessories,Storage Devices,6,350.29,2101.74,North
5070,2025-01-15,C9019,Derek Fields,P5033,USB Drive,Accessories,Input Devices,5,125.53,627.65,South
5071,2024-12-07,C9224,Amanda Owens,P1109,Webcam,Electronics,Computers,6,677.77,4066.62,East
5072,2024-10-29,C4123,Natalie Silva DDS,P3488,Table Lamp,Furniture,Tables,5,782.66,3913.3,South
5073,2024-06-15,C1647,Brandy Hudson,P4290,Desk,Furniture,Storage,8,556.4,4451.2,North
5074,2025-05-14,C5336,Carrie Bradley,P5190,Mouse,Accessories,Input Devices,8,35.4,283.2,West
5075,2025-03-31,C7726,Catherine Gardner,P4064,Office Chair,Furniture,Storage,8,207.88,1663.04,East
5076,2024-10-18,C5376,Laura Carroll,P7267,Headphones,Accessories,Input Devices,1,87.78,87.78,South
5077,2025-04-12,C1549,Rebecca Lee,P2452,Table Lamp,Furniture,Seating,7,991.52,6940.64,East
5078,2024-10-23,C9195,Diane Kline,P1990,Webcam,Electronics,Peripherals,9,929.24,8363.16,North
5079,2025-01-30,C4585,Olivia Todd,P2289,Desk,Furniture,Storage,9,511.28,4601.52,South
5080,2024-11-04,C3143,Julie Lee,P8636,Webcam,Electronics,Computers,2,680.14,1360.28,North
5081,2024-08-10,C3262,Gabrielle Jones,P6480,Desk,Furniture,Storage,5,89.23,446.15,West
5082,2024-11-24,C7078,Bobby Williams,P6574,Monitor,Electronics,Mobile Devices,3,305.9,917.7,East
5083,2024-08-06,C1382,John Sharp,P2963,Mouse,Accessories,Storage Devices,8,93.09,744.72,West
5084,2025-02-04,C7919,Stephen Adams,P1792,Mouse,Accessories,Input Devices,1,535.6,535.6,South
5085,2024-07-07,C5328,Andrea Powell,P6689,Monitor,Electronics,Mobile Devices,2,783.28,1566.56,South
5086,2024-08-28,C1604,Troy Matthews,P3127,Keyboard,Accessories,Audio,5,728.8,3644.0,South
5087,2025-01-26,C8206,Tiffany Ramirez,P6029,Bookshelf,Furniture,Storage,6,560.11,3360.66,North
5088,2024-11-26,C1570,Molly Hunter,P8599,Office Chair,Furniture,Storage,2,430.22,860.44,West
5089,2025-01-15,C3656,Matthew West,P3437,USB Drive,Accessories,Storage Devices,2,618.8,1237.6,South
5090,2024-08-29,C8290,Patrick Rose,P9965,Headphones,Accessories,Storage Devices,9,582.23,5240.07,West
5091,2025-04-23,C9194,Jacob Durham,P5953,USB Drive,Accessories,Storage Devices,7,194.54,1361.78,West
5092,2024-08-19,C2207,James Fernandez,P7019,Laptop,Electronics,Peripherals,6,779.63,4677.78,South
5093,2024-07-20,C6579,Michael Pena,P5076,Office Chair,Furniture,Storage,4,674.42,2697.68,South
5094,2024-09-10,C9311,Zachary Contreras,P8747,USB Drive,Accessories,Storage Devices,3,372.32,1116.96,West
5095,2024-12-30,C4668,Gina Walker,P7265,Desk,Furniture,Seating,9,191.37,1722.33,North
5096,2025-01-01,C8655,Douglas Burns,P7989,Headphones,Accessories,Storage Devices,9,887.89,7991.01,West
5097,2024-12-22,C9619,Mark Smith,P7439,Monitor,Electronics,Peripherals,1,428.73,428.73,North
5098,2024-10-03,C5201,Monica Page,P9053,Office Chair,Furniture,Tables,9,416.3,3746.7,East
5099,2025-05-07,C7389,Hannah Fuller,P1787,Mouse,Accessories,Storage Devices,1,708.45,708.45,North
5100,2025-06-11,C2237,Shari Patterson DDS,P4512,USB Drive,Accessories,Input Devices,10,580.44,5804.4,East
5101,2025-01-27,C8667,Jon Sanders,P7107,Keyboard,Accessories,Input Devices,7,526.27,3683.89,South
5102,2024-10-08,C5818,Stephen Thompson,P8667,Smartphone,Electronics,Mobile Devices,4,170.5,682.0,South
5103,2024-07-15,C1207,Jacqueline Owens,P1685,Keyboard,Accessories,Storage Devices,1,621.08,621.08,North
5104,2025-02-13,C8565,Joshua Tucker,P4217,Keyboard,Accessories,Storage Devices,10,676.79,6767.9,South
5105,2024-11-19,C6607,John Sullivan,P7678,Monitor,Electronics,Peripherals,10,571.91,5719.1,North
5106,2025-06-01,C6052,Ryan Weaver,P4894,Headphones,Accessories,Storage Devices,5,445.95,2229.75,North
5107,2025-06-07,C9271,Nicholas Ward PhD,P1513,Webcam,Electronics,Computers,3,407.68,1223.04,South
5108,2024-11-10,C3383,Aaron Williams,P5709,Keyboard,Accessories,Audio,7,34.28,239.96,North
5109,2024-07-14,C9018,Andrew Howard,P8964,Office Chair,Furniture,Seating,6,177.52,1065.12,North
5110,2024-10-07,C1855,Charles Johnson,P7967,Monitor,Electronics,Computers,8,207.04,1656.32,West
5111,2025-05-23,C2311,Timothy Smith,P7825,Bookshelf,Furniture,Storage,5,418.53,2092.65,West
5112,2025-06-11,C3370,Scott Ramsey MD,P9803,Monitor,Electronics,Computers,1,665.95,665.95,East
5113,2024-09-09,C8793,Brandon Love,P6667,Headphones,Accessories,Audio,9,938.15,8443.35,West
5114,2025-02-17,C9637,Mark Kim,P7844,Printer,Electronics,Peripherals,1,364.46,364.46,West
5115,2024-07-20,C1335,Jerome Mora,P4090,Monitor,Electronics,Computers,1,892.5,892.5,South
5116,2025-02-07,C1989,Helen Wade,P2712,Bookshelf,Furniture,Tables,3,646.24,1938.72,South
5117,2024-09-08,C8791,Jimmy Morgan,P2177,USB Drive,Accessories,Audio,10,34.93,349.3,West
5118,2024-12-06,C8579,Nicole Rose,P4288,Keyboard,Accessories,Input Devices,6,708.2,4249.2,North
5119,2024-06-12,C6669,James Frank,P1073,Office Chair,Furniture,Tables,10,668.22,6682.2,East
5120,2025-02-01,C5997,Billy Scott,P4136,Printer,Electronics,Peripherals,4,96.46,385.84,South
5121,2024-12-28,C9947,Bethany Richards,P7427,Table Lamp,Furniture,Seating,8,149.26,1194.08,East
5122,2024-07-30,C1042,Paul Hernandez,P8717,Mouse,Accessories,Input Devices,7,457.02,3199.14,West
5123,2024-08-06,C4147,Jake Williams,P2948,Mouse,Accessories,Audio,2,873.83,1747.66,North
5124,2025-02-08,C6918,Oscar Russell,P3854,Monitor,Electronics,Mobile Devices,8,419.14,3353.12,North
5125,2024-10-08,C2546,Jacqueline Smith,P3547,Office Chair,Furniture,Tables,1,435.44,435.44,North
5126,2024-08-15,C5247,Anna Hogan,P6771,USB Drive,Accessories,Input Devices,3,476.2,1428.6,West
5127,2025-04-04,C8236,Denise Reid,P8678,USB Drive,Accessories,Storage Devices,4,521.39,2085.56,North
5128,2024-11-01,C6653,Stacey Myers,P8921,Smartphone,Electronics,Peripherals,3,936.51,2809.53,North
5129,2025-05-09,C6767,Paul Carlson,P3704,Mouse,Accessories,Storage Devices,8,359.59,2876.72,West
5130,2024-08-01,C3132,David Stewart,P7838,Desk,Furniture,Seating,5,339.7,1698.5,South
5131,2025-02-08,C7171,Melissa Miller,P3047,USB Drive,Accessories,Storage Devices,8,453.62,3628.96,South
5132,2024-07-13,C3753,Tracy Alexander,P6680,Monitor,Electronics,Peripherals,10,143.17,1431.7,West
5133,2025-04-20,C8516,Craig Terry,P5848,USB Drive,Accessories,Storage Devices,9,693.22,6238.98,South
5134,2024-07-25,C2143,Joseph Woods,P2500,Mouse,Accessories,Audio,1,605.02,605.02,North
5135,2024-12-30,C7121,Jennifer Martin,P9114,Webcam,Electronics,Mobile Devices,5,396.77,1983.85,East
5136,2024-08-21,C1452,Stephanie Wright,P6771,Headphones,Accessories,Storage Devices,5,194.63,973.15,South
5137,2024-09-28,C2068,Jacqueline Alexander,P1877,Office Chair,Furniture,Tables,7,599.01,4193.07,South
5138,2024-11-25,C7664,Erik Kim,P4671,Laptop,Electronics,Peripherals,2,915.45,1830.9,South
5139,2025-02-09,C7295,Desiree Santiago,P1552,Headphones,Accessories,Storage Devices,4,526.18,2104.72,South
5140,2024-12-23,C6550,Kaitlyn Salazar,P8665,USB Drive,Accessories,Storage Devices,7,321.42,2249.94,East
5141,2024-07-29,C2586,Thomas Hill,P1585,Keyboard,Accessories,Audio,1,225.12,225.12,West
5142,2025-04-28,C6642,Bruce Smith,P9501,Table Lamp,Furniture,Seating,6,167.89,1007.34,East
5143,2024-08-24,C1021,Stephanie Bush,P6342,Monitor,Electronics,Mobile Devices,2,684.94,1369.88,West
5144,2024-10-29,C9677,James Green,P5129,Mouse,Accessories,Audio,2,280.0,560.0,West
5145,2024-11-05,C3349,Justin Romero,P7157,Desk,Furniture,Tables,10,785.14,7851.4,East
5146,2024-11-19,C1413,Shelly Rivera,P7315,USB Drive,Accessories,Audio,1,837.06,837.06,South
5147,2024-10-22,C9259,Douglas Kennedy,P1183,USB Drive,Accessories,Input Devices,3,60.81,182.43,West
5148,2024-10-18,C9937,Monica Miller,P9037,USB Drive,Accessories,Audio,9,194.75,1752.75,North
5149,2024-09-21,C9524,Dustin Young,P6922,Monitor,Electronics,Mobile Devices,3,772.42,2317.26,South
5150,2024-07-07,C6718,Adam Jackson,P2633,Mouse,Accessories,Input Devices,10,59.06,590.6,South
5151,2025-01-05,C5760,Brian Smith,P6177,Printer,Electronics,Mobile Devices,8,297.6,2380.8,South
5152,2025-03-16,C9713,Jesus White,P9718,Smartphone,Electronics,Computers,5,807.51,4037.55,South
5153,2025-02-07,C4086,Janice Rodriguez,P6942,Office Chair,Furniture,Storage,5,943.48,4717.4,North
5154,2025-02-20,C4310,Fred Davis,P8618,Desk,Furniture,Tables,6,967.68,5806.08,West
5155,2024-07-24,C4070,Leah Anderson,P8074,Bookshelf,Furniture,Seating,3,425.57,1276.71,East
5156,2024-07-29,C5521,Rachel Smith,P8711,Table Lamp,Furniture,Storage,9,848.14,7633.26,West
5157,2025-03-17,C8032,Andrew White,P8023,Bookshelf,Furniture,Seating,4,935.88,3743.52,East
5158,2025-06-03,C8086,Timothy Duran,P9716,Office Chair,Furniture,Storage,4,401.43,1605.72,North
5159,2024-10-27,C1368,Andrea Bennett,P1699,Table Lamp,Furniture,Tables,7,80.29,562.03,North
5160,2025-05-20,C2844,David Nelson,P4897,Bookshelf,Furniture,Seating,4,880.13,3520.52,North
5161,2024-06-25,C3676,Jessica Ryan,P7175,Printer,Electronics,Peripherals,1,686.98,686.98,North
5162,2025-05-19,C1098,Rodney Potts,P1092,Office Chair,Furniture,Storage,4,465.1,1860.4,North
5163,2025-05-10,C3956,William Schultz,P5518,Bookshelf,Furniture,Storage,7,20.84,145.88,West
5164,2024-10-17,C4148,Rachel Jensen,P7012,Mouse,Accessories,Storage Devices,4,923.2,3692.8,West
5165,2025-01-12,C7343,Richard Ross,P6080,Printer,Electronics,Mobile Devices,6,456.28,2737.68,South
5166,2025-03-29,C1136,Nicole Webb,P3045,Office Chair,Furniture,Storage,9,621.14,5590.26,West
5167,2025-04-10,C2920,Michael Williams,P8741,Bookshelf,Furniture,Seating,5,425.88,2129.4,South
5168,2025-02-12,C1660,Yvette Rice,P6143,USB Drive,Accessories,Audio,3,406.83,1220.49,West
5169,2024-06-16,C8846,Patricia White,P5248,Headphones,Accessories,Audio,4,93.78,375.12,West
5170,2024-12-20,C9342,Dr. Christine Brown,P7719,Laptop,Electronics,Computers,3,416.93,1250.79,East
5171,2024-06-12,C9543,Tina Duncan,P8182,Printer,Electronics,Mobile Devices,4,673.48,2693.92,West
5172,2025-05-24,C1310,Christy Riley,P4803,USB Drive,Accessories,Storage Devices,2,259.98,519.96,North
5173,2024-12-20,C7630,Kathleen Chan,P6244,Headphones,Accessories,Audio,1,419.11,419.11,West
5174,2024-06-28,C6401,Courtney Peterson,P4484,Mouse,Accessories,Audio,7,858.19,6007.33,South
5175,2024-09-27,C8776,Robert Mueller,P8212,Keyboard,Accessories,Input Devices,7,634.11,4438.77,West
5176,2025-04-20,C5924,Christina Ingram,P7618,USB Drive,Accessories,Input Devices,1,160.48,160.48,West
5177,2024-12-20,C1005,Nicole Garcia,P2578,USB Drive,Accessories,Input Devices,5,335.12,1675.6,South
5178,2024-12-06,C2417,Linda Le,P7670,Table Lamp,Furniture,Tables,7,860.13,6020.91,West
5179,2024-10-23,C1093,Ashley Schroeder,P4833,Bookshelf,Furniture,Seating,10,752.84,7528.4,North
5180,2024-08-20,C1080,Joan Jimenez,P5909,Desk,Furniture,Storage,3,413.68,1241.04,North
5181,2024-07-23,C8610,Kristin Decker,P7712,Office Chair,Furniture,Tables,1,79.42,79.42,North
5182,2025-02-10,C9728,Charles Nguyen,P9777,Laptop,Electronics,Computers,7,547.91,3835.37,North
5183,2025-03-02,C7875,Suzanne Potter,P4343,Webcam,Electronics,Computers,7,805.08,5635.56,North
5184,2024-08-07,C8758,Carmen Jones,P6551,Mouse,Accessories,Input Devices,10,919.96,9199.6,South
5185,2024-06-13,C7703,Timothy Mclean,P7404,Table Lamp,Furniture,Seating,5,155.47,777.35,North
5186,2024-08-06,C4347,Marilyn Graves,P2464,Desk,Furniture,Storage,2,628.08,1256.16,East
5187,2024-10-03,C3775,Michael Weiss,P5085,USB Drive,Accessories,Storage Devices,5,319.31,1596.55,West
5188,2025-04-18,C3179,Nicholas Prince Jr.,P3468,Monitor,Electronics,Peripherals,7,481.17,3368.19,South
5189,2025-04-10,C9673,Amy Clark,P5124,Mouse,Accessories,Input Devices,10,946.47,9464.7,South
5190,2025-04-28,C1716,Amanda Carlson,P6487,Printer,Electronics,Computers,2,826.27,1652.54,East
5191,2024-12-30,C8251,Crystal Giles,P1086,Office Chair,Furniture,Storage,9,627.8,5650.2,West
5192,2025-04-29,C8204,Monica Jennings,P2523,Laptop,Electronics,Computers,8,652.02,5216.16,West
5193,2025-05-18,C3417,Hannah Hunter,P2632,Office Chair,Furniture,Storage,4,976.36,3905.44,North
5194,2024-12-05,C3779,Eugene Williams,P5393,Webcam,Electronics,Mobile Devices,7,922.88,6460.16,West
5195,2024-08-01,C6437,Sheila Dougherty,P9624,Printer,Electronics,Mobile Devices,9,624.91,5624.19,North
5196,2025-05-17,C5198,Amy Hale,P9279,Desk,Furniture,Storage,7,687.43,4812.01,South
5197,2025-04-30,C6628,Steven Mendez,P1714,Printer,Electronics,Computers,10,746.94,7469.4,West
5198,2024-06-24,C9069,Sarah Huff,P7662,Office Chair,Furniture,Storage,4,672.1,2688.4,North
5199,2024-11-02,C7503,Leah Romero,P7175,Mouse,Accessories,Audio,9,487.72,4389.48,North
5200,2024-10-10,C4453,Samantha Kelley,P8975,Smartphone,Electronics,Computers,5,807.68,4038.4,South
5201,2024-09-12,C4117,Benjamin Harper,P7443,Keyboard,Accessories,Input Devices,8,783.49,6267.92,South
5202,2024-11-08,C5140,Jacob Kerr,P6305,Keyboard,Accessories,Input Devices,8,618.14,4945.12,West
5203,2025-03-05,C6107,Lisa Hurley,P6242,Smartphone,Electronics,Peripherals,6,398.6,2391.6,North
5204,2024-10-03,C5368,Katherine Burns,P1563,Headphones,Accessories,Storage Devices,8,873.85,6990.8,West
5205,2025-06-07,C7394,Vincent Copeland,P6185,Table Lamp,Furniture,Storage,7,674.54,4721.78,East
5206,2024-09-01,C1027,Cynthia Garza,P1339,Keyboard,Accessories,Storage Devices,10,871.4,8714.0,East
5207,2025-03-17,C2422,Vincent Rodriguez,P1345,Office Chair,Furniture,Tables,10,379.74,3797.4,East
5208,2024-10-13,C6486,Cynthia Cohen,P6272,Desk,Furniture,Tables,1,98.54,98.54,North
5209,2025-04-03,C9490,Ashley Gilbert,P9406,USB Drive,Accessories,Input Devices,10,484.25,4842.5,South
5210,2025-01-15,C7082,Gregory Green,P5094,USB Drive,Accessories,Audio,10,978.24,9782.4,South
5211,2025-04-17,C2163,Carolyn Matthews,P5162,USB Drive,Accessories,Storage Devices,9,640.33,5762.97,West
5212,2025-05-13,C7372,William Ford,P4282,Laptop,Electronics,Peripherals,2,561.51,1123.02,South
5213,2025-05-16,C1202,Nicole Duke,P9663,Laptop,Electronics,Computers,3,901.97,2705.91,West
5214,2025-01-25,C2776,John Young,P9575,Headphones,Accessories,Input Devices,1,548.58,548.58,West
5215,2024-10-29,C2461,Lori Harvey,P1423,Laptop,Electronics,Computers,9,663.49,5971.41,East
5216,2024-07-31,C5783,Deborah Cannon,P3872,Bookshelf,Furniture,Tables,7,798.76,5591.32,West
5217,2024-06-26,C2966,Ryan Wright,P8571,Desk,Furniture,,8,645.63,5165.04,South
5218,2025-04-29,C7437,Jamie Tate,P3995,Mouse,Accessories,Input Devices,6,234.16,1404.96,West
5219,2024-10-30,C5769,Stephanie Reed,P8529,Smartphone,Electronics,Peripherals,9,212.53,1912.77,South
5220,2025-05-19,C3145,Karen Bailey,P1789,Table Lamp,Furniture,Storage,2,58.45,116.9,South
5221,2024-06-30,C9230,Lauren Campos,P8611,Webcam,Electronics,Computers,10,602.79,6027.9,West
5222,2025-03-11,C1803,April Ellis,P7134,Keyboard,Accessories,Input Devices,10,106.71,1067.1,North
5223,2024-11-24,C5381,Patricia Smith,P7985,Keyboard,Accessories,Audio,3,716.12,2148.36,East
